step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,system_total_CO2_emission,system_total_CO_emission,system_total_HC_emission,system_total_NOx_emission,system_total_FuelConsumption,system_stopped_total_CO2_emission,system_stopped_total_CO_emission,system_stopped_total_HC_emission,system_stopped_total_NOx_emission,system_stopped_total_FuelConsumption,system_vph,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,10.461831300066159,75085.62508252873,966.7771643506434,6.120359892576362,28.41026231431585,23949.114598993303,0.0,0.0,0.0,0.0,0.0,18000.0,0,0.0,0.767276224413124,0,0.0
10.0,0,0.0,0.0,10.085459111228271,91514.61325732859,1661.7181098621716,9.587153029763966,36.7607038531217,29189.22343051862,0.0,0.0,0.0,0.0,0.0,14760.0,0,0.0,0.74485188013166,0,0.0
15.0,3,7.0,0.12962962962962962,7.271203744129768,111529.49509270799,2726.2889792180767,14.988822921244228,46.29804564573521,35573.31972143137,7857.313472178463,492.13854826786803,2.425349598210955,3.6024723571841815,2506.290813988252,12960.0,3,7.0,0.4816736072795874,3,7.0
20.0,13,48.0,0.7058823529411765,5.308612787788935,157602.255285648,4849.670422207759,25.74763757270308,66.95715959049375,50268.98386571612,34065.62015476859,2135.944137078899,10.525617652373633,15.62356566902287,10866.100050087773,12240.0,13,48.0,0.3116098819229171,13,48.0
25.0,27,149.0,1.9350649350649352,3.574106290158051,190804.15853168644,7961.946588827,40.694171166142276,83.5857258650379,60860.017238302185,70826.05525580338,4443.128028909109,21.89453916556857,32.492549300456744,22591.779756810338,11088.0,27,150.0,0.207027673205837,27,150.0
30.0,44,337.0,4.0602409638554215,2.9028803664271137,212859.2377433422,9845.437399955035,49.801333333354044,93.69949926553633,67895.35406271454,115453.14975477512,7245.350537407095,35.7023518815892,52.97267708711334,36826.73197558565,9960.0,44,340.0,0.1496330040623322,44,340.0
35.0,61,611.0,6.865168539325842,2.563471174664548,230059.5148669941,11503.866603260281,57.74908110563701,101.86194757430445,73382.13682878755,160038.88841871844,10043.39293066174,49.489974891944435,73.42804809151859,51048.49283422868,9154.285714285714,61,614.0,0.11684309904326472,61,614.0
40.0,67,934.0,9.83157894736842,2.0665535063021165,232557.55216115344,12508.33603514172,62.39992712384464,103.9783135027572,74179.32528873999,175845.09412372683,11038.386209138047,54.39208536073347,80.69010214216706,56090.285991736215,8550.0,67,937.0,0.10266347244007129,67,937.0
45.0,76,1300.0,13.0,1.6836397079219125,246805.88148746383,13612.700444730199,67.76787254807776,110.69161823328152,78724.28376313396,199456.4243180493,12519.69495696439,61.69155055454818,91.52253150144223,63621.72295983992,8000.0,76,1303.0,0.07690823435361295,76,1303.0
50.0,79,1507.0,14.92079207920792,1.1008722190762732,254481.2374022024,14535.146360256882,72.13060107650105,114.92828282467504,81172.70268058706,207314.26426610013,13013.501868512036,64.12457366462336,95.12786200996594,66128.18220704708,7272.0,79,1631.0,0.04725734751904712,79,1631.0
55.0,76,1644.0,16.277227722772277,1.419873848527247,292212.9163648492,15033.75481797427,75.3183785373298,130.90551908888045,93207.24467273903,199458.25068940344,12520.11879882628,61.693540735135215,91.52400101030291,63622.30559584861,6610.909090909091,76,1925.0,0.05968237453337299,76,1925.0
60.0,74,1863.0,18.445544554455445,2.0549645120277877,288363.2299967815,14452.28576294837,72.55906067724186,127.72528728129024,91979.29798228893,194220.16112679246,12192.054960350655,60.07677490159348,89.12244909001376,61951.48314963802,6060.0,74,2153.0,0.07068480873160203,74,2153.0
65.0,74,2116.0,20.745098039215687,2.3073336987208166,280947.8665099853,14105.250116960065,70.80629477541957,124.68672419596155,89614.00202783443,194219.6750945196,12192.238425997117,60.07760563557968,89.12252472195776,61951.32819115823,5649.2307692307695,74,2416.0,0.08059068137234204,74,2416.0
70.0,72,2416.0,23.92079207920792,2.674943960828176,270257.732614409,13350.866992935387,67.04893110719065,119.02372941870684,86204.16922652484,188979.89794537608,11863.984110882431,58.459924582265366,86.71993017765242,60279.96744568127,5194.285714285714,72,2653.0,0.10662561885892995,72,2653.0
