step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,system_total_CO2_emission,system_total_CO_emission,system_total_HC_emission,system_total_NOx_emission,system_total_FuelConsumption,system_stopped_total_CO2_emission,system_stopped_total_CO_emission,system_stopped_total_HC_emission,system_stopped_total_NOx_emission,system_stopped_total_FuelConsumption,system_vph,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,11.110002280074724,78048.40274241747,1067.068856998472,6.630004977726914,30.890098694897144,24893.918298443194,0.0,0.0,0.0,0.0,0.0,17280.0,0,0.0,0.8001642195102964,0,0.0
10.0,0,0.0,0.0,10.532504043256944,104375.71407964629,1515.9713422332616,9.224675703286216,40.831791423892575,33291.29245738429,0.0,0.0,0.0,0.0,0.0,15120.0,0,0.0,0.7590998633693408,0,0.0
15.0,6,10.0,0.17543859649122806,7.4807168236539185,112153.14707935047,2803.5328776345577,15.329434449894876,45.335073587894115,35772.466187717684,15718.738602221141,985.0124181212631,4.854174636811766,7.20790908866907,5013.893231781552,13680.0,6,10.0,0.5028688537348057,6,10.0
20.0,19,84.0,1.1506849315068493,5.09298838138037,166888.74699168326,6053.224484307468,31.281953412412385,70.21416510760446,53231.6767710266,49845.066037519144,3127.1686635157835,15.409778419678252,22.867931664218112,15899.35723821693,13140.0,19,84.0,0.29227247686662505,19,84.0
25.0,35,229.0,2.8271604938271606,3.8617659631858516,187399.09401320404,8628.994032321969,43.54852656822523,81.47235153947659,59774.49140455086,91824.15639700068,5761.355883635643,28.39012830295536,42.12825792614894,29289.66067001795,11664.0,35,229.0,0.18952193495993916,35,229.0
30.0,44,370.0,4.252873563218391,3.003399966694488,217481.35371466514,10418.99509827111,52.420689984543365,94.95261862222226,69369.98896626937,115465.2589938991,7246.924110797165,35.70986898892638,52.98047360940827,36830.59459457617,10440.0,44,419.0,0.13986782297765496,44,419.0
35.0,51,532.0,6.114942528735632,2.426759737502003,239305.49770143052,11096.454282749528,56.14301806870153,105.89417302325182,76330.81252327556,133806.62419719092,8395.113218704038,41.36858567357306,61.38938647372112,42681.04117186198,8948.571428571428,51,623.0,0.11959628054193364,51,623.0
40.0,50,698.0,7.586956521739131,3.0852544407923563,260822.17418106768,11517.860990792042,58.53321979594589,114.56710144490735,83193.69338493595,131210.96464228802,8235.208312908933,40.57971622226087,60.20538260222288,41853.0897332609,8280.0,50,831.0,0.14950719839190035,50,831.0
45.0,55,890.0,9.081632653061224,2.475579545341409,250790.46170289782,12251.012166942772,61.577059747246395,110.88922015650955,79994.54618203278,144319.19084907565,9057.159764113285,44.63017171529667,66.21779521855098,46034.293369207415,7840.0,55,1072.0,0.11295988750988738,55,1072.0
50.0,60,1113.0,11.59375,1.940112547313057,279517.5831816543,13409.086110932336,67.62453356850193,124.60624628184861,89157.32100123889,157416.2470753741,9877.916154073573,48.6748709259855,72.22341498231276,50211.934071890326,6912.0,60,1328.0,0.09873897472148956,60,1328.0
55.0,62,1370.0,13.300970873786408,2.433659219063621,286351.8520167566,13679.86475045138,68.96886497735149,126.38585662607001,91337.38773631705,162699.62785599518,10211.573058091253,50.318409293084876,74.65367508235494,51897.20347154211,6741.818181818182,62,1577.0,0.0839428143561444,62,1577.0
60.0,63,1423.0,13.950980392156863,1.988630747497489,265726.6885910441,13494.807519005928,67.58785085815276,117.99797356354077,84758.97864287588,165304.7171054386,10375.142515590296,51.12433284684981,75.84758782651093,52728.163563272494,6120.0,63,1800.0,0.08059136865798901,63,1800.0
65.0,63,1469.0,14.401960784313726,2.270517672386798,283205.41707846173,13537.940059557504,68.28592252688028,125.65696712750119,90333.68834244812,165336.4808396559,10378.082861820056,51.138598964702304,75.86617451057717,52738.29522637356,5649.2307692307695,63,1982.0,0.08275665690570418,63,1982.0
70.0,68,1760.0,17.254901960784313,2.5128614657496278,287507.6109883173,13564.010779296916,68.47108747032088,127.33370535558865,91705.84545206846,178477.07368403114,11204.29687796566,55.209406589225274,81.89951732448489,56929.823227023284,5245.714285714285,68,2194.0,0.10265814242083175,68,2194.0
75.0,75,2123.0,20.028301886792452,2.377927093050989,272499.84244287637,14040.68720955964,70.16511117489176,120.61866929689188,86919.55520517426,196838.0120431718,12356.2370927435,60.885818827947986,90.32293720951566,62786.513647256295,5088.0,75,2462.0,0.07983035676490854,75,2462.0
80.0,82,2518.0,24.21153846153846,1.8459779827945915,250889.04692161529,14288.584676303577,70.90696340745957,112.79621429382935,80026.93244718817,215198.2332036521,13507.747889734554,66.56024204301576,98.74536413410169,68642.97519020252,4680.0,82,2780.0,0.053448762173830995,82,2780.0
85.0,86,2940.0,28.54368932038835,1.5557262423206935,272608.19556752563,15102.913555671972,75.15628211019863,122.1888959173378,86954.56214781522,225715.43701916235,14169.43585124587,69.82029314521256,103.57524586821856,71997.7062565098,4362.35294117647,86,3163.0,0.04592733898579805,86,3163.0
90.0,89,3380.0,32.81553398058252,1.514723216274512,281917.8530970549,15290.648206330228,76.23556457087447,126.33375070767075,89923.89119304286,233593.56489141897,14664.169101044092,72.25805816554919,107.19094966529461,74510.63643734757,4120.0,89,3603.0,0.05799436337409855,89,3603.0
95.0,83,3527.0,34.24271844660194,1.3492204649828299,261254.00818997613,14847.77280707366,73.63220202105327,117.10791652768877,83333.11242941068,217851.82230257697,13676.53656797102,67.39129875979786,99.96880536899023,69489.40548252176,3903.157894736842,83,3920.0,0.06264452159743125,83,3920.0
100.0,77,3475.0,34.068627450980394,1.4507915043847048,292675.9575650364,15137.783682131947,75.73055002770721,130.98610655727228,93354.99682623066,202087.83302023626,12686.072531863441,62.51100198882374,92.73243120349632,64461.078270341444,3672.0,77,4145.0,0.04587977170656931,77,4145.0
105.0,72,3502.0,34.67326732673267,1.9291281489278937,284491.8171070193,14439.256811886951,72.42737784511047,127.16635918688176,90744.36783219119,188971.48892730393,11862.764054075864,58.454119822888806,86.7143162821257,60277.28508783958,3462.8571428571427,72,4295.0,0.06395899989683464,72,4295.0
110.0,71,3767.0,37.2970297029703,2.071396803949967,277491.5951140846,13911.68369392658,69.76863606602278,123.3282513656381,88511.50719276458,186339.46208025503,11697.206512427749,57.63841900104021,85.505434850203,59437.73288071595,3305.4545454545455,71,4580.0,0.08933825842726345,71,4580.0
115.0,71,4088.0,41.292929292929294,1.6823003373632306,258662.30680228336,13579.1886798916,67.89663734179949,115.93769485535691,82505.76663437636,186350.61450594827,11698.6104779922,57.6451342485376,85.51254452450252,59441.29028016718,3099.130434782609,71,4916.0,0.07318673913014608,71,4916.0
120.0,76,4451.0,43.213592233009706,1.7847436868837632,264628.12252116756,14233.111438301843,71.00147773080081,118.1525791096523,84408.96049289635,199465.40007109905,12521.139854855479,61.6984013313555,91.5287502455207,63624.58614237186,3090.0,76,5265.0,0.06098886416921811,76,5265.0
125.0,79,4199.0,39.613207547169814,1.5598604498740773,268306.3698446818,14710.897358462407,73.27707257982915,120.7439919008092,85582.24232656774,207320.58620402258,13012.816268083225,64.12157762348403,95.12956203480675,66130.19831745718,3052.7999999999997,79,5443.0,0.056888010240491234,79,5443.0
130.0,78,3644.0,35.72549019607843,1.4507474546190262,292842.2693608795,15011.946855942871,75.23387441822724,131.1319168402079,93407.96489096215,204702.11496043304,12848.713553450323,63.31288338016375,93.9289282879827,65294.96999682032,2824.6153846153848,78,5510.0,0.05120564551658315,78,5510.0
135.0,76,3417.0,33.5,2.155425005025909,289693.49802840414,14434.7339202397,72.44008669081329,128.70722152523365,92403.47939672133,199472.93328581745,12522.170576625418,61.70331560087612,91.53368169669135,63626.98911196221,2720.0,76,5366.0,0.07320074636694747,76,5366.0
140.0,71,3129.0,30.676470588235293,2.1624189666470284,279236.56072054233,14038.35536581092,70.41548464957344,123.7733710713547,89068.17417133844,186338.82462121293,11696.897283100607,57.636983751852696,85.50466713119818,59437.52947296127,2622.8571428571427,71,5471.0,0.08290133866087504,71,5471.0
145.0,64,2922.0,29.816326530612244,2.1115460033340847,302329.8077021808,14061.520393174269,71.12012328491144,134.3615547330379,96433.48193196651,167942.30884128207,10540.42477410168,51.93890361883069,77.0584792116969,53569.49055468919,2433.103448275862,64,5492.0,0.08046925813147464,64,5492.0
150.0,62,3058.0,30.88888888888889,2.400063754968591,275782.0772691921,13280.176927209355,66.86149019943686,122.08917560236735,87965.95891519828,162700.99396402747,10211.95621470415,50.32020158176759,74.65487808562315,51897.639298185335,2376.0,62,5463.0,0.08668150911244152,62,5463.0
155.0,62,3193.0,32.25252525252525,2.2133591882130736,260515.52792384574,12901.583282622716,64.79350960300992,116.11026118907115,83096.50012762957,162686.71989749742,10209.730794081097,50.309639260198956,74.64510191249812,51893.08602498988,2299.3548387096776,62,5717.0,0.10220790162971453,62,5717.0
160.0,66,3386.0,33.19607843137255,2.1551350474781015,280167.67250008456,13439.807004183045,67.77811567004231,124.5763139283857,89364.7173815989,173177.57056144267,10868.738474394515,53.55674863702298,79.45918432146233,55239.4111642864,2295.0,66,5972.0,0.09767820589855304,66,5972.0
165.0,73,3710.0,36.019417475728154,2.036997055348689,279389.15337790566,14160.722617484877,70.99062653626194,124.01148511743101,89116.88019595976,191562.97313996401,12024.062549276168,59.24928793193063,87.89867860510466,61103.90527291405,2247.2727272727275,73,6255.0,0.0698633534011587,73,6255.0
170.0,76,3931.0,37.43809523809524,1.642187480127992,261694.18174717418,14284.847243210226,71.17244974675206,117.27789663063643,83473.17778814644,199447.80122061062,12518.731855611933,61.686920577979414,91.51722680820176,63618.97240329631,2223.529411764706,76,6344.0,0.06586902316762444,76,6344.0
175.0,75,4068.0,39.49514563106796,1.7122686512427183,293140.4433627789,15024.524107178304,75.27264439154192,131.52842815678537,93503.02420293528,196805.9987300024,12352.318871600657,60.86705644911367,90.30270182064604,62776.30207925879,2118.8571428571427,75,6328.0,0.062301156424659374,75,6328.0
180.0,75,4324.0,42.81188118811881,2.0500262422333915,288177.2444504462,14358.44180781802,72.1262598260607,127.98736339058216,91919.86604569407,196833.84336313934,12355.366819345112,60.881722354940734,90.31973479178902,62785.18381483049,2020.0,75,6065.0,0.06770330012913722,75,6065.0
185.0,70,4439.0,43.95049504950495,1.79116342218091,256382.37640168064,13641.54748156895,68.05360601049219,114.4823078185095,81778.70071230858,183708.9463493441,11531.272124759107,56.821024149692555,84.29662372136274,58598.66251297337,1965.4054054054054,70,6242.0,0.07199528362237571,70,6242.0
190.0,63,4476.0,45.21212121212121,1.9535801789074958,263217.7681290269,13305.13568989908,66.70040107424708,117.08894864736675,83958.64763787953,165347.96501919872,10379.3100579226,51.14451053468617,75.87315058303916,52741.95838074186,1875.7894736842106,63,6338.0,0.08486702625883823,63,6338.0
195.0,62,4580.0,46.26262626262626,2.221715079351786,281213.537563996,13654.052289110406,68.72949873939534,124.66677947394295,89698.4739165429,162711.15979360696,10213.672143057225,50.32832559824351,74.66204424428693,51900.88212896061,1827.6923076923076,62,6413.0,0.0759107406473598,62,6413.0
200.0,62,4751.0,47.039603960396036,2.1390344240097643,257589.57615866995,12988.014075163957,65.05695358796905,114.124943875388,82163.44963152384,162714.4648577543,10213.76790502905,50.32884485378818,74.66364792052497,51901.93627832609,1818.0,62,6655.0,0.09051894973335674,62,6655.0
205.0,65,4951.0,49.51,1.9110154816186733,253985.5651594768,13345.467885761227,66.73025151113876,114.27637770520448,81013.96419417848,170572.57234221147,10705.832204570093,52.753872669380804,78.26635086540861,54408.48031216333,1756.09756097561,65,6887.0,0.08761724984066402,65,6887.0
210.0,73,5288.0,50.84615384615385,1.959584702401976,265821.0722236617,13818.867179591674,69.1034088916555,118.05839258506711,84789.27630323796,191574.48866815498,12024.550190814207,59.251804213239566,87.90450841927478,61107.57819556327,1782.857142857143,73,7144.0,0.0702251051891271,73,7144.0
