step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,system_total_CO2_emission,system_total_CO_emission,system_total_HC_emission,system_total_NOx_emission,system_total_FuelConsumption,system_stopped_total_CO2_emission,system_stopped_total_CO_emission,system_stopped_total_HC_emission,system_stopped_total_NOx_emission,system_stopped_total_FuelConsumption,system_vph,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0,0.0,0.0,10.847562128023766,73133.97833860753,1113.1420835736812,6.665406749968089,28.50791713192557,23326.54617954346,0.0,0.0,0.0,0.0,0.0,17280.0,0,0.0,0.7639807548813443,0,0.0
10.0,1,0.0,0.0,10.619646053267376,105488.02777928789,1710.4556347213058,10.077546656029917,42.01676341599677,33646.01938622799,2617.256100783198,163.60477793309053,0.8063784898293024,1.1993179184220435,834.8406072086589,14760.0,1,0.0,0.7585301051410714,1,0.0
15.0,5,9.0,0.16363636363636364,7.782092163230403,119326.22052502641,2533.2029321518107,14.207227666155342,47.41104286433217,38060.21916632442,13093.138316882849,821.0776742325284,4.046080057494816,6.0044083710399505,4176.391221415904,13200.0,5,10.0,0.5133781296080896,5,10.0
20.0,18,73.0,1.028169014084507,5.835862304931949,167426.46255164576,5080.0506257671095,26.946227341097543,68.85301918963079,53402.83003073361,47226.388638224795,2963.365893531578,14.60245652107067,21.667679193868484,15064.06325938076,12780.0,18,74.0,0.34043856755274743,18,74.0
25.0,35,215.0,2.721518987341772,4.297141781720305,192357.7301423172,8140.5739334296,41.486137838877994,83.8524397116047,61355.656868305785,91819.99665443678,5761.776293262778,28.391958754059655,42.1270879333511,29288.334089482687,11376.0,35,216.0,0.23954390601807768,35,216.0
30.0,48,426.0,4.896551724137931,3.7481429339526375,244064.94598990885,10312.093445841661,52.62585646211999,105.9396052700734,77848.58124494978,125955.81450475797,7904.893846449696,38.952205224014556,57.79279120448605,40176.82527492016,10440.0,48,428.0,0.1788601101988666,48,428.0
35.0,59,699.0,7.853932584269663,3.0623165120423526,205825.1487731231,10598.893760220602,53.02638121966144,90.76189441714044,65652.32191645786,154824.83266839304,9716.971556747776,47.88132944546532,71.03964347992878,49385.33626057342,9154.285714285714,59,701.0,0.13420181793478364,59,701.0
40.0,56,781.0,8.48913043478261,2.670702804444682,258872.74636645088,12147.630056625088,61.32398545107608,113.51999272140667,82572.38284605718,146969.6882905903,9225.624036899935,45.45966442873682,67.43936631297328,46879.73750520166,8280.0,56,920.0,0.1296662414756408,56,920.0
45.0,55,813.0,8.741935483870968,2.158219677654491,251011.45234671017,12170.439502694648,61.24273325326981,111.21289716511231,80064.9307508436,144321.6798650271,9057.268554650818,44.6307312113369,66.21905895414933,46035.08725168345,7440.0,55,1117.0,0.11003902406016285,55,1117.0
50.0,53,761.0,7.845360824742268,2.2124892187953735,249178.666781455,12359.144088709665,62.04312340224739,110.62281533602649,79480.45857518006,139089.37968318086,8730.402866837394,43.01960641701309,63.82193784542848,44366.11164731988,6984.0,53,1334.0,0.10128681018706573,53,1334.0
55.0,52,788.0,8.123711340206185,2.230066355392841,271620.0081100517,12992.831091205104,65.49382717432802,120.29094931628572,86638.33797653344,136442.39958945932,8561.873764830341,42.18990069973771,62.601809609696154,43521.789316729584,6349.090909090909,52,1462.0,0.08865632581050914,52,1462.0
60.0,62,997.0,9.77450980392157,2.727192201353885,277646.64571102476,13009.05431942633,65.64863069820174,122.30903400187199,88560.56955956988,162685.15868754082,10208.992538283564,50.30621169832195,74.64325480445243,51892.587861979424,6120.0,62,1646.0,0.12142633738892021,62,1646.0
65.0,70,1330.0,12.788461538461538,2.386673626741391,257396.4944623758,13465.842370454735,67.2284680242282,113.83866689716292,82102.17694556186,183702.41045026857,11530.350454496498,56.81663461521415,84.29230272149283,58596.57766185435,5760.000000000001,70,1886.0,0.09735800226763887,70,1886.0
70.0,78,1707.0,16.257142857142856,2.4292049392492614,272194.187127182,14208.581980032635,70.98615632993828,120.41554772127736,86822.20470699217,204710.98715563095,12850.101388126603,63.31946969547798,93.93500987140656,65297.800132873854,5400.0,78,2150.0,0.0934298425123307,78,2150.0
75.0,83,2112.0,19.92452830188679,2.346002190528527,277883.51630050765,14509.097565885842,72.52864041662231,123.20361149494212,88636.89878996667,217824.22662617473,13673.461899372896,67.3765161010695,99.95184126958355,69480.60314102362,5088.0,83,2489.0,0.09767734170088732,83,2489.0
80.0,79,2274.0,21.452830188679247,2.1665376923784385,282436.62692733837,14576.433023309028,72.98284378842354,125.43458245009117,90089.09626869821,207352.90016219363,13017.420187268233,64.14349598420455,95.15100469610849,66140.50598673783,4770.0,79,2771.0,0.08759789087699042,79,2771.0
